RxnIndex,RxnID
Rxn3104,OAACITtm_REV
Rxn3106,OAAICITtm_REV
Rxn3108,OAAtf_REV
Rxn3110,OCDOR_REV
Rxn3142,ORNt_REV
Rxn3144,ORNtm_REV
Rxn3182,PAPSPAPthr_REV
Rxn3184,PAPSPAPtm_REV
Rxn3189,PC2D_REV
Rxn3192,PCBth_REV
Rxn3196,PCNO_REV
Rxn3198,PCNOn_REV
Rxn3226,PDHe3hr_REV
Rxn3230,PDPtu_REV
Rxn3293,PGKf_REV
Rxn3297,PGKm_REV
Rxn3359,PHEMEth_REV
Rxn3361,PHEMEtm_REV
Rxn3367,PHEth_REV
Rxn3369,PHPHBDDMC_REV
Rxn3372,PINA1tm_REV
Rxn3374,PIcm_REV
Rxn3376,PIt_REV
Rxn3378,PItf_REV
Rxn3380,PItm_REV
Rxn3382,PItn_REV
Rxn3384,PItx_REV
Rxn3466,PMTCOAth_REV
Rxn3468,PMTCOAtm_REV
Rxn3470,PMTCOAts_REV
Rxn3472,PNORm_REV
Rxn3474,PNORn_REV
Rxn3476,PNTORtm_REV
Rxn3507,PPAth_REV
Rxn3509,PPAtm_REV
Rxn3523,PPCOAOm_REV
Rxn3525,PPCOAth_REV
Rxn3527,PPCOAtm_REV
Rxn3530,PPHNth_REV
Rxn3533,PPItu_REV
Rxn3545,PQQm_REV
Rxn3561,PRONA1tm_REV
Rxn3571,PROtm_REV
Rxn3573,PRPPtm_REV
Rxn3598,PTRCthr_REV
Rxn3612,PYDXOR_REV
Rxn3636,PYRtf_REV
Rxn3638,PYRth_REV
Rxn3640,PYRtm_REV
Rxn3646,R5Pth_REV
Rxn3649,RETINALts_REV
Rxn3651,RIBFLVth_REV
Rxn3654,RIBt_REV
Rxn3656,RPDPK_REV
Rxn3670,SBTRh_REV
Rxn3676,SELTt_REV
Rxn3678,SELTtm_REV
Rxn3682,SERNA1th_REV
Rxn3684,SERNA1tm_REV
Rxn3693,SERth_REV
Rxn3695,SERtm_REV
Rxn3709,SO3t_REV
Rxn3711,SO3tm_REV
Rxn3713,SO4NA1t_REV
Rxn3715,SO4NA1tm_REV
Rxn3717,SO4t_REV
Rxn3719,SO4th_REV
Rxn3721,SO4tn_REV
Rxn3726,SPMDtmr_REV
Rxn3733,SQDG18111Z160th_REV
Rxn3735,SQDG1819Z160th_REV
Rxn3755,SUCCt_REV
Rxn3761,SUCFUMthr_REV
Rxn3763,SUCFUMtmr_REV
Rxn3777,Stm_REV
Rxn4428,TCZCARI_REV
Rxn4452,TEGAt_REV
Rxn4454,TFENFEOR_REV
Rxn4456,TGUAt_REV
Rxn4460,THFtm_REV
Rxn4462,THMPPth_REV
Rxn4464,THMPPtm_REV
Rxn4466,THMt_REV
Rxn4477,THRNA1th_REV
Rxn4479,THRNA1tm_REV
Rxn4486,THRth_REV
Rxn4488,THRtm_REV
Rxn4504,TRETINOLOR1_REV
Rxn4506,TRETINOLOR2_REV
Rxn4513,TRPth_REV
Rxn4515,TSULc_REV
Rxn4517,TSULe_REV
Rxn4519,TSULt_REV
Rxn4523,TSULtm2_REV
Rxn4550,TYRth_REV
Rxn4552,TYRtm_REV
Rxn4557,UDPACGLP_REV
Rxn4559,UDPARAtg_REV
Rxn4563,UDPGALtg_REV
Rxn4565,UDPGALth_REV
Rxn4569,UDPGth_REV
Rxn4572,UDPtg_REV
Rxn4574,UDPth_REV
Rxn4576,UDPtm_REV
Rxn4578,UDPtn_REV
Rxn4589,UGAH_REV
Rxn4601,UMPth_REV
Rxn4604,UPP1R_REV
Rxn4606,UPP3O_REV
Rxn4612,UPRT_REV
Rxn4614,URANA1t_REV
Rxn4616,URATEt_REV
Rxn4618,URATEtm_REV
Rxn4623,URDGLYCAH_REV
Rxn4625,URDGLYCAtm_REV
Rxn4627,UREAt_REV
Rxn4629,UREAtm_REV
Rxn4642,UTPtm_REV
Rxn4652,VALth_REV
Rxn4654,VALtm_REV
Rxn4656,VIOXANOR_REV
Rxn4660,XANNA1t_REV
Rxn4672,arm_2HGOR_REV
Rxn4674,arm_3HAD100_REV
Rxn4676,arm_3HAD120_REV
Rxn4678,arm_3HAD80_REV
Rxn4682,arm_3OAR100_REV
Rxn4684,arm_3OAR120_REV
Rxn4686,arm_3OAR140_REV
Rxn4688,arm_3OAR160_REV
Rxn4692,arm_3OAR40_REV
Rxn4694,arm_3OAR60_REV
Rxn4696,arm_3OAR80_REV
Rxn4708,arm_AATC_REV
Rxn4710,arm_AATCm_REV
Rxn4712,arm_AAT_REV
Rxn4716,arm_ACACT2_REV
Rxn4718,arm_ACCOAC_REV
Rxn4720,arm_ACCOACm_REV
Rxn4723,arm_ACKrh_REV
Rxn4725,arm_ACKrm_REV
Rxn4772,arm_ACSERL_REV
Rxn4774,arm_ACSERLh_REV
Rxn4776,arm_ACSERLm_REV
Rxn4785,arm_AIAL_REV
Rxn4787,arm_AKGDHe2r_REV
Rxn4789,arm_ALAAT_REV
Rxn4795,arm_APPRT_REV
Rxn4797,arm_APPTh_REV
Rxn4799,arm_APPTm_REV
Rxn4806,arm_ASPAT_REV
Rxn4808,arm_ASPATh_REV
Rxn4810,arm_ASPATm_REV
Rxn4838,arm_BCAROH_REV
Rxn4840,arm_BCRPTXANH_REV
Rxn4842,arm_BCTA_val_m_REV
Rxn4849,arm_CAS_REV
Rxn4864,arm_CYSTAm_REV
Rxn4941,arm_DHROm_REV
Rxn4975,arm_FBAf_REV
Rxn4977,arm_FBAm_REV
Rxn4981,arm_FPGFTh_REV
Rxn4983,arm_FPGFTm_REV
Rxn4985,arm_FPGPL_REV
Rxn4987,arm_FUMm_REV
Rxn4989,arm_G3PD1_REV
Rxn4991,arm_G3PD2_REV
Rxn4993,arm_G6PI_REV
Rxn4995,arm_G6PIh_REV
Rxn4999,arm_GAPDHh_REV
Rxn5001,arm_GBDP_REV
Rxn5004,arm_GHMT_REV
Rxn5017,arm_GPAR_REV
Rxn5029,arm_HACD1_REV
Rxn5031,arm_HACD2_REV
Rxn5033,arm_HACD2m_REV
Rxn5035,arm_HACD3_REV
Rxn5037,arm_HACD3m_REV
Rxn5039,arm_HACD4_REV
Rxn5041,arm_HACD4m_REV
Rxn5043,arm_HACD5_REV
Rxn5045,arm_HACD5m_REV
Rxn5047,arm_HACD6_REV
Rxn5049,arm_HACD6m_REV
Rxn5051,arm_HACD7_REV
Rxn5053,arm_HACD7m_REV
Rxn5056,arm_HBCHL_REV
Rxn5058,arm_HBCHLm_REV
Rxn5061,arm_HCO3E_REV
Rxn5064,arm_HCO3Em_REV
Rxn5066,arm_HEMELh_REV
Rxn5068,arm_HEMELm_REV
Rxn5072,arm_HMNOS_REV
Rxn5073,arm_HMNO_REV
Rxn5075,arm_HPHL_REV
Rxn5077,arm_HPHLm_REV
Rxn5080,arm_HPRT_REV
Rxn5083,arm_HYDA_REV
Rxn5085,arm_HYDAh_REV
Rxn5087,arm_HYDAm_REV
Rxn5107,arm_MCOATA_REV
Rxn5109,arm_MCOATAm_REV
Rxn5111,arm_MDHh_REV
Rxn5138,arm_MMAOR_REV
Rxn5140,arm_MPPM_REV
Rxn5142,arm_MTAM_nh4_REV
Rxn5163,arm_PDHe2r_REV
Rxn5177,arm_PGCM_REV
Rxn5179,arm_PGIA_REV
Rxn5181,arm_PGIAh_REV
Rxn5183,arm_PGIB_REV
Rxn5185,arm_PGIBh_REV
Rxn5188,arm_PGM_REV
Rxn5190,arm_PGMf_REV
Rxn5192,arm_PGMm_REV
Rxn5198,arm_POAT_REV
Rxn5200,arm_POATh_REV
Rxn5202,arm_POATm_REV
Rxn5204,arm_PPBNGD_REV
Rxn5207,arm_PPM_REV
Rxn5211,arm_PROOR_REV
Rxn5215,arm_PTArh_REV
Rxn5217,arm_PTArm_REV
Rxn5219,arm_PTOR_REV
Rxn5234,arm_SGOR_REV
Rxn5283,arm_TAT_REV
Rxn5285,arm_TAh_REV
Rxn5287,arm_TCLYCI_REV
Rxn5297,arm_TYRTA_REV
Rxn5299,arm_TYRTAh_REV
Rxn5301,arm_TYRTAm_REV
Rxn5304,arm_UG4E_REV
Rxn5314,arm_XPPRT_REV
